ID;DEST_CRED;SEXO;CATEGORIA_NEG;EXPERIENCIA_NEGOCIO;ESTADO_CIVIL;EDAD; NIVEL_ENDEUDAMIENTO ;NUMERO_ENTIDADES;M_MAX;ING_BRUTO
414721467;Capital de trabajo;Hombre;Servicios;423;Unión Libre;42; 51,28 ;cuatro;80; 3.504.000 
691183192;Crédito vehículo;Hombre;Comercio;620;Casado;61; 32,06 ;tres;17; 6.839.000 
771806660;Capital de trabajo;Hombre;Producción;136;Unión Libre;30; 42,67 ;cuatro;27; 5.208.000 
738086328;Capital de trabajo;Hombre;Comercio;246;Casado;35; 76,80 ;cuatro;65; 11.053.000 
108180193;Consumo;Mujer;Comercio;37;Soltero;43; 4,28 ;tres;2; 5.453.000 
627537913;Consumo;Mujer;Comercio;206;Unión Libre;44; 80,78 ;tres;6; 5.302.000 
533244502;Crédito vehículo;Hombre;Servicios;588;Unión Libre;46; 79,56 ;dos;36; 11.629.000 
231122622;Crédito vehículo;Mujer;Comercio;161;Soltero;35; 38,80 ;dos;66; 8.428.000 
508733250;Consumo;Mujer;Comercio;239;Casado;59; 54,13 ;tres;30; 3.930.000 
775970394;Activo fijo;Mujer;Producción;103;Casado;43; 32,82 ;dos;23; 9.069.000 
745326423;Consumo;Hombre;Comercio;470;Casado;43; 69,11 ;tres;16; 15.114.000 
428318292;Consumo;Mujer;Comercio;407;Casado;42; 41,54 ;cuatro;58; 14.718.000 
828309735;Activo fijo;Mujer;Producción;113;Divorciado;53; 46,78 ;tres;14; 10.667.000 
92566501;Capital de trabajo;Hombre;Comercio;361;Soltero;26; 91,66 ;tres;9; 3.368.000 
133263869;Consumo;Hombre;Comercio;233;Casado;53; 64,90 ;dos;60; 13.047.000 
730934716;Consumo;Mujer;Producción;245;Casado;42; 24,83 ;tres;14; 7.265.000 
903042084;Activo fijo;Hombre;Producción;370;Divorciado;65; 91,40 ;dos;4; 8.509.000 
754580800;Capital de trabajo;Hombre;Comercio;148;Divorciado;53; 66,89 ;cuatro;15; 4.510.000 
36160178;Consumo;Mujer;Informal;564;Unión Libre;36; 58,13 ;tres;17; 5.279.000 
408945855;Crédito vehículo;Hombre;Servicios;469;Casado;65; 80,43 ;uno;26; 6.424.000 
93650041;Activo fijo;Hombre;Producción;405;Divorciado;39; 54,94 ;uno;54; 4.650.000 
303989783;Consumo;Mujer;Informal;65;Divorciado;34; 12,31 ;cinco o +;14; 10.694.000 
121643553;Activo fijo;Mujer;Servicios;196;Unión Libre;48; 44,73 ;dos;78; 4.515.000 
990837767;Consumo;Hombre;Comercio;128;Soltero;43; 89,66 ;tres;7; 5.202.000 
973431903;Capital de trabajo;Hombre;Comercio;405;Divorciado;55; 25,29 ;tres;26; 5.273.000 
575949722;Consumo;Hombre;Comercio;321;Divorciado;57; 6,56 ;tres;52; 10.664.000 
843971318;Consumo;Mujer;Comercio;328;Divorciado;42; 33,35 ;cuatro;21; 4.650.000 
13873299;Activo fijo;Hombre;Comercio;452;Casado;47; 58,72 ;uno;25; 5.302.000 
952983175;Activo fijo;Hombre;Servicios;111;Unión Libre;39; 47,41 ;tres;23; 5.779.000 
780488939;Activo fijo;Mujer;Comercio;466;Unión Libre;49; 86,64 ;tres;0; 6.150.000 
703358760;Consumo;Mujer;Comercio;74;Soltero;60; 21,37 ;cuatro;10; 11.016.000 
388501398;Crédito vehículo;Mujer;Comercio;89;Unión Libre;59; 83,18 ;uno;0; 7.392.000 
128581408;Consumo;Hombre;Comercio;55;Casado;38; 43,22 ;cinco o +;305; 3.770.000 
180290894;Consumo;Hombre;Producción;381;Divorciado;22; 83,65 ;cuatro;5; 11.338.000 
50674696;Activo fijo;Mujer;Producción;115;Unión Libre;52; 44,16 ;tres;29; 8.876.000 
684991783;Consumo;Hombre;Comercio;548;Soltero;32; 7,30 ;uno;78; 7.035.000 
779314450;Consumo;Hombre;Comercio;256;Unión Libre;39; 64,54 ;cuatro;68; 4.650.000 
576395852;Consumo;Mujer;Comercio;109;Soltero;43; 82,51 ;tres;22; 10.091.000 
894802712;Consumo;Mujer;Comercio;95;Casado;34; 38,14 ;dos;20; 5.208.000 
591590357;Consumo;Mujer;Informal;394;Casado;37; 66,43 ;tres;19; 3.753.000 
8919560;Consumo;Mujer;Producción;293;Soltero;47; 77,29 ;tres;23; 12.262.000 
482958215;Capital de trabajo;Hombre;Producción;20;Divorciado;50; 22,01 ;tres;10; 11.535.000 
63720888;Crédito vehículo;Hombre;Servicios;589;Soltero;47; 69,08 ;dos;4; 12.699.000 
859453020;Activo fijo;Mujer;Informal;479;Casado;31; 39,84 ;tres;301; 4.650.000 
250452391;Consumo;Hombre;Servicios;189;Soltero;49; 68,81 ;tres;3; 6.122.000 
47931938;Activo fijo;Hombre;Producción;375;Unión Libre;50; 34,38 ;cinco o +;27; 9.177.000 
703779911;Activo fijo;Hombre;Comercio;144;Unión Libre;59; 56,28 ;cuatro;23; 5.362.000 
915489037;Consumo;Mujer;Producción;201;Casado;65; 44,13 ;dos;17; 5.316.000 
118041672;Crédito vehículo;Hombre;Comercio;291;Divorciado;41; 26,10 ;tres;76; 3.916.000 
821858020;Consumo;Hombre;Comercio;11;Unión Libre;43; 19,05 ;uno;22; 11.278.000 
791155530;Consumo;Mujer;Comercio;436;Divorciado;64; 56,27 ;cuatro;23; 7.921.000 
339931740;Consumo;Hombre;Comercio;41;Divorciado;43; 66,85 ;tres;20; 6.190.000 
927616614;Crédito vehículo;Hombre;Comercio;432;Unión Libre;27; 58,27 ;tres;16; 5.487.000 
955190124;Consumo;Mujer;Producción;443;Casado;57; 86,23 ;dos;209; 4.792.000 
137697732;Activo fijo;Hombre;Comercio;112;Soltero;45; 1,33 ;dos;42; 5.279.000 
890771052;Consumo;Mujer;Producción;263;Divorciado;40; 44,13 ;tres;3; 5.232.000 
769416858;Crédito vehículo;Mujer;Comercio;48;Soltero;26; 43,54 ;dos;15; 5.337.000 
256329530;Activo fijo;Mujer;Servicios;427;Unión Libre;57; 4,87 ;dos;27; 7.951.000 
564200435;Capital de trabajo;Hombre;Comercio;288;Casado;34; 59,18 ;cuatro;28; 5.138.000 
974569103;Activo fijo;Hombre;Emprendedor;27;Soltero;41; 37,98 ;dos;8; 5.500.000 
621638482;Consumo;Mujer;Servicios;386;Unión Libre;31; 61,18 ;tres;21; 9.465.000 
459306767;Activo fijo;Hombre;Comercio;287;Soltero;33; 75,09 ;cuatro;76; 10.974.000 
861305350;Consumo;Hombre;Producción;298;Soltero;41; 54,63 ;tres;12; 3.139.000 
393602913;Consumo;Hombre;Comercio;140;Soltero;46; 24,02 ;tres;3; 10.685.000 
810843513;Crédito vehículo;Hombre;Comercio;286;Divorciado;43; 50,14 ;tres;23; 11.433.000 
801864510;Crédito vehículo;Hombre;Producción;618;Unión Libre;58; 39,60 ;cuatro;21; 6.913.000 
709661621;Capital de trabajo;Hombre;Producción;430;Unión Libre;41; 37,97 ;dos;201; 11.676.000 
268970883;Consumo;Mujer;Producción;317;Divorciado;45; 4,80 ;dos;6; 8.430.000 
301968431;Activo fijo;Hombre;Comercio;204;Unión Libre;30; 44,41 ;dos;24; 13.217.000 
581682071;Consumo;Mujer;Producción;526;Casado;21; 41,95 ;cuatro;26; 5.460.000 
235541844;Consumo;Hombre;Producción;465;Casado;21; 11,84 ;cuatro;46; 6.317.000 
343042581;Consumo;Hombre;Servicios;63;Soltero;33; 25,58 ;tres;16; 9.270.000 
450223839;Crédito vehículo;Mujer;Emprendedor;10;Soltero;59; 44,78 ;dos;64; 4.650.000 
444826775;Consumo;Hombre;Comercio;43;Casado;57; 44,01 ;tres;12; 6.628.000 
786611249;Activo fijo;Mujer;Servicios;320;Divorciado;52; 36,12 ;dos;20; 6.985.000 
266285614;Consumo;Hombre;Servicios;514;Soltero;55; 43,76 ;uno;74; 11.173.000 
2635453;Activo fijo;Mujer;Informal;532;Divorciado;49; 58,19 ;dos;3; 5.204.000 
430310024;Crédito vehículo;Hombre;Comercio;385;Casado;47; 82,56 ;tres;0; 5.205.000 
700917141;Consumo;Hombre;Comercio;68;Unión Libre;37; 80,38 ;cuatro;6; 5.460.000 
40408615;Crédito vehículo;Mujer;Comercio;472;Divorciado;42; 72,75 ;cuatro;89; 5.273.000 
232853963;Consumo;Mujer;Producción;41;Casado;57; 44,56 ;tres;11; 4.274.000 
257398551;Activo fijo;Hombre;Producción;365;Casado;64; 76,35 ;cuatro;65; 3.523.000 
701461586;Consumo;Mujer;Producción;195;Casado;32; 46,77 ;tres;16; 3.335.000 
258349844;Consumo;Hombre;Comercio;214;Unión Libre;45; 26,32 ;cuatro;25; 11.582.000 
916026405;Consumo;Mujer;Informal;183;Divorciado;46; 15,43 ;uno;23; 4.650.000 
406683815;Consumo;Hombre;Comercio;92;Soltero;43; 25,79 ;uno;16; 9.455.000 
546448611;Consumo;Hombre;Comercio;46;Unión Libre;70; 43,65 ;uno;9; 10.293.000 
340121998;Crédito vehículo;Hombre;Servicios;53;Viudo;51; 75,70 ;cuatro;0; 12.289.000 
850734005;Consumo;Mujer;Servicios;34;Casado;26; 43,55 ;cuatro;32; 15.893.000 
871169188;Crédito vehículo;Mujer;Emprendedor;13;Divorciado;48; 52,89 ;cuatro;80; 8.885.000 
131090628;Crédito vehículo;Hombre;Servicios;458;Casado;31; 43,65 ;dos;42; 11.532.000 
692993008;Crédito vehículo;Hombre;Comercio;492;Soltero;41; 59,51 ;cuatro;36; 10.301.000 
55892129;Consumo;Mujer;Servicios;187;Soltero;36; 43,99 ;dos;7; 9.096.000 
533225087;Activo fijo;Hombre;Servicios;18;Soltero;48; 23,98 ;tres;1; 7.365.000 
230661724;Activo fijo;Hombre;Comercio;344;Soltero;21; 89,14 ;tres;9; 5.268.000 
553091089;Activo fijo;Mujer;Producción;375;Soltero;39; 56,37 ;cuatro;11; 8.540.000 
468652423;Consumo;Mujer;Emprendedor;12;Divorciado;45; 17,81 ;cinco o +;28; 5.464.000 
999639079;Capital de trabajo;Hombre;Comercio;248;Divorciado;41; 92,48 ;uno;312; 9.273.000 
578225726;Consumo;Hombre;Servicios;559;Divorciado;48; 81,78 ;dos;80; 9.717.000 
795401601;Activo fijo;Hombre;Producción;160;Unión Libre;52; 8,30 ;tres;14; 5.201.000 
752144231;Consumo;Mujer;Servicios;74;Divorciado;52; 66,33 ;tres;188; 8.520.000 
139552037;Consumo;Mujer;Comercio;333;Unión Libre;61; 84,05 ;tres;29; 5.224.000 
92572248;Consumo;Mujer;Comercio;193;Divorciado;57; 34,54 ;tres;10; 17.179.000 
526533854;Crédito vehículo;Hombre;Producción;152;Soltero;42; 43,65 ;dos;16; 11.368.000 
356974575;Capital de trabajo;Hombre;Servicios;449;Divorciado;25; 0,31 ;tres;11; 10.556.000 
645877204;Capital de trabajo;Mujer;Producción;76;Unión Libre;51; 99,50 ;dos;2; 8.540.000 
410897734;Consumo;Hombre;Comercio;376;Soltero;40; 69,92 ;dos;1; 5.460.000 
247112197;Crédito vehículo;Mujer;Comercio;7;Soltero;43; 43,22 ;cinco o +;7; 5.293.000 
338881047;Crédito vehículo;Hombre;Comercio;526;Divorciado;49; 88,22 ;cuatro;53; 2.977.000 
52125593;Capital de trabajo;Hombre;Servicios;538;Divorciado;40; 51,46 ;cuatro;17; 11.927.000 
610109032;Capital de trabajo;Hombre;Comercio;458;Soltero;21; 27,39 ;cuatro;12; 3.090.000 
337132929;Consumo;Mujer;Servicios;78;Soltero;43; 82,44 ;tres;13; 9.097.000 
24894575;Crédito vehículo;Hombre;Comercio;282;Divorciado;41; 40,00 ;tres;21; 12.501.000 
580592134;Consumo;Mujer;Comercio;173;Casado;41; 41,98 ;cuatro;14; 13.993.000 
967962592;Capital de trabajo;Hombre;Producción;423;Divorciado;48; 44,05 ;tres;206; 6.185.000 
95667240;Consumo;Hombre;Comercio;404;Unión Libre;64; 28,64 ;tres;9; 2.640.000 
934401336;Consumo;Mujer;Comercio;618;Soltero;45; 56,26 ;cinco o +;21; 7.365.000 
87570690;Consumo;Hombre;Servicios;204;Soltero;31; 55,75 ;dos;35; 4.650.000 
377295470;Capital de trabajo;Hombre;Comercio;405;Viudo;44; 77,99 ;cuatro;28; 5.500.000 
711390022;Consumo;Hombre;Comercio;58;Unión Libre;63; 90,24 ;tres;4; 11.615.000 
878461208;Activo fijo;Hombre;Comercio;123;Soltero;62; 78,02 ;cinco o +;7; 8.318.000 
838300585;Crédito vehículo;Hombre;Servicios;361;Soltero;47; 11,14 ;uno;56; 3.850.000 
377333691;Capital de trabajo;Hombre;Producción;411;Soltero;63; 57,01 ;dos;201; 7.227.000 
652988589;Activo fijo;Hombre;Comercio;416;Divorciado;63; 67,90 ;tres;294; 4.650.000 
113706514;Consumo;Mujer;Comercio;355;Casado;50; 41,78 ;cuatro;10; 5.252.000 
801564685;Activo fijo;Hombre;Comercio;36;Unión Libre;29; 53,60 ;tres;5; 8.468.000 
689696316;Activo fijo;Mujer;Comercio;519;Unión Libre;48; 66,82 ;tres;24; 5.732.000 
439067486;Consumo;Hombre;Comercio;397;Casado;36; 43,54 ;cuatro;7; 5.449.000 
779504814;Consumo;Mujer;Servicios;196;Soltero;24; 30,52 ;uno;26; 5.208.000 
290379110;Capital de trabajo;Hombre;Comercio;324;Unión Libre;58; 41,98 ;tres;6; 5.500.000 
146862145;Activo fijo;Hombre;Servicios;398;Soltero;34; 44,13 ;dos;19; 14.201.000 
896730566;Consumo;Mujer;Servicios;32;Soltero;41; 12,00 ;cuatro;29; 7.527.000 
33866948;Capital de trabajo;Hombre;Comercio;167;Unión Libre;43; 79,57 ;tres;17; 12.412.000 
33146142;Consumo;Mujer;Producción;69;Soltero;48; 45,77 ;tres;11; 6.852.000 
434260892;Consumo;Mujer;Producción;174;Divorciado;44; 15,67 ;cuatro;6; 12.533.000 
904551714;Capital de trabajo;Hombre;Comercio;311;Casado;38; 60,89 ;tres;23; 5.449.000 
226646792;Activo fijo;Mujer;Comercio;21;Unión Libre;30; 26,72 ;tres;0; 4.200.000 
424589401;Consumo;Hombre;Servicios;107;Casado;26; 40,39 ;cinco o +;86; 4.640.000 
193632622;Crédito vehículo;Hombre;Comercio;344;Divorciado;39; 72,75 ;dos;70; 7.190.000 
731381046;Crédito vehículo;Hombre;Comercio;356;Divorciado;30; 9,65 ;tres;2; 4.510.000 
91385772;Consumo;Mujer;Producción;395;Unión Libre;63; 53,52 ;tres;4; 5.499.000 
94245332;Activo fijo;Mujer;Producción;369;Divorciado;39; 68,52 ;cuatro;79; 4.200.000 
41208499;Capital de trabajo;Hombre;Servicios;422;Divorciado;41; 71,79 ;cuatro;23; 16.884.000 
462725292;Crédito vehículo;Hombre;Servicios;266;Soltero;22; 84,01 ;uno;78; 5.202.000 
363918248;Activo fijo;Mujer;Comercio;336;Unión Libre;62; 13,08 ;tres;3; 4.365.000 
997371017;Consumo;Mujer;Comercio;248;Unión Libre;40; 16,86 ;cuatro;26; 5.240.000 
492489594;Activo fijo;Hombre;Servicios;108;Unión Libre;43; 76,71 ;dos;84; 5.301.000 
531754710;Consumo;Mujer;Comercio;234;Divorciado;65; 31,56 ;uno;40; 3.085.000 
359372784;Activo fijo;Hombre;Servicios;445;Soltero;58; 37,98 ;cuatro;83; 4.650.000 
789181026;Consumo;Hombre;Informal;243;Divorciado;42; 17,09 ;tres;7; 5.443.000 
185556683;Consumo;Hombre;Producción;407;Unión Libre;23; 44,78 ;dos;76; 5.224.000 
953834263;Activo fijo;Mujer;Servicios;525;Unión Libre;46; 43,54 ;dos;23; 8.326.000 
933577550;Crédito vehículo;Hombre;Servicios;431;Divorciado;46; 43,22 ;cuatro;0; 6.195.000 
431820434;Consumo;Mujer;Comercio;100;Soltero;43; 39,54 ;cuatro;45; 15.439.000 
273137641;Consumo;Hombre;Servicios;367;Casado;65; 40,00 ;cuatro;71; 5.301.000 
542522048;Consumo;Mujer;Producción;50;Casado;55; 19,97 ;tres;15; 5.204.000 
26630236;Capital de trabajo;Hombre;Comercio;284;Divorciado;41; 80,67 ;tres;7; 5.213.000 
83488044;Consumo;Mujer;Comercio;118;Soltero;45; 75,30 ;tres;18; 3.643.000 
198397477;Consumo;Hombre;Emprendedor;14;Soltero;38; 35,67 ;cuatro;67; 6.334.000 
726622536;Crédito vehículo;Hombre;Producción;367;Casado;62; 20,23 ;cuatro;2; 5.233.000 
508257660;Capital de trabajo;Hombre;Comercio;498;Casado;35; 19,95 ;cinco o +;28; 3.208.000 
650035440;Activo fijo;Hombre;Producción;411;Unión Libre;46; 62,49 ;dos;15; 9.565.000 
166100613;Consumo;Hombre;Producción;451;Unión Libre;22; 23,15 ;dos;84; 7.735.000 
82194181;Capital de trabajo;Hombre;Comercio;467;Unión Libre;41; 88,33 ;cuatro;30; 12.156.000 
230042084;Activo fijo;Hombre;Comercio;337;Unión Libre;48; 43,65 ;cinco o +;14; 12.082.000 
695975441;Consumo;Mujer;Servicios;444;Unión Libre;43; 41,68 ;tres;11; 4.650.000 
360251409;Capital de trabajo;Hombre;Servicios;592;Viudo;62; 42,07 ;tres;0; 4.650.000 
18358916;Crédito vehículo;Hombre;Servicios;527;Divorciado;48; 43,22 ;cinco o +;353; 3.716.000 
857409502;Crédito vehículo;Hombre;Comercio;42;Casado;47; 83,17 ;tres;18; 10.665.000 
730231467;Activo fijo;Mujer;Producción;363;Casado;55; 75,56 ;cuatro;14; 10.993.000 
679713007;Consumo;Hombre;Producción;25;Soltero;30; 78,97 ;cuatro;22; 5.205.000 
453840624;Consumo;Mujer;Comercio;623;Soltero;55; 34,95 ;dos;61; 5.335.000 
780839790;Capital de trabajo;Hombre;Servicios;225;Unión Libre;41; 40,00 ;cuatro;43; 5.302.000 
785539874;Consumo;Hombre;Servicios;327;Divorciado;58; 65,72 ;tres;7; 4.919.000 
160808971;Consumo;Mujer;Producción;383;Unión Libre;51; 43,60 ;dos;10; 6.779.000 
354289199;Consumo;Mujer;Comercio;172;Soltero;32; 41,98 ;uno;43; 5.232.000 
769151194;Crédito vehículo;Mujer;Comercio;582;Soltero;35; 44,76 ;tres;73; 8.537.000 
221989002;Crédito vehículo;Hombre;Producción;511;Casado;48; 15,64 ;tres;23; 9.138.000 
36795830;Consumo;Hombre;Comercio;550;Unión Libre;48; 38,31 ;tres;26; 5.500.000 
502591245;Activo fijo;Mujer;Producción;118;Unión Libre;32; 69,91 ;tres;22; 5.224.000 
314697842;Consumo;Mujer;Informal;309;Divorciado;44; 54,38 ;tres;6; 3.959.000 
600429191;Activo fijo;Hombre;Producción;309;Unión Libre;43; 44,28 ;tres;75; 3.608.000 
326496487;Capital de trabajo;Hombre;Comercio;156;Soltero;42; 81,58 ;cuatro;18; 5.442.000 
316271909;Crédito vehículo;Mujer;Comercio;76;Unión Libre;48; 91,53 ;cinco o +;29; 5.301.000 
170309014;Consumo;Mujer;Comercio;343;Soltero;44; 41,44 ;cuatro;53; 5.224.000 
159450425;Activo fijo;Hombre;Comercio;412;Soltero;41; 37,39 ;uno;19; 3.389.000 
943407973;Activo fijo;Hombre;Producción;555;Unión Libre;51; 61,29 ;cinco o +;19; 12.033.000 
361309684;Consumo;Mujer;Producción;198;Divorciado;44; 58,01 ;tres;20; 5.332.000 
346340147;Consumo;Mujer;Comercio;103;Soltero;51; 28,16 ;dos;23; 12.699.000 
393390698;Consumo;Hombre;Producción;218;Casado;42; 39,95 ;dos;18; 5.373.000 
945179138;Crédito vehículo;Mujer;Servicios;56;Casado;28; 17,16 ;tres;74; 3.085.000 
638914246;Consumo;Hombre;Informal;203;Divorciado;33; 19,47 ;cinco o +;9; 12.295.000 
623021232;Activo fijo;Hombre;Producción;393;Divorciado;54; 32,89 ;cinco o +;337; 7.480.000 
478703827;Capital de trabajo;Hombre;Comercio;24;Unión Libre;60; 23,50 ;dos;6; 5.252.000 
127399569;Crédito vehículo;Hombre;Comercio;104;Casado;60; 52,13 ;cuatro;64; 3.760.000 
579805838;Activo fijo;Mujer;Producción;530;Divorciado;56; 37,98 ;cinco o +;15; 10.501.000 
921369091;Consumo;Hombre;Comercio;557;Unión Libre;53; 74,93 ;uno;6; 4.621.000 
967105832;Consumo;Mujer;Producción;26;Unión Libre;48; 43,65 ;tres;27; 9.348.000 
713590962;Crédito vehículo;Mujer;Producción;565;Casado;53; 5,55 ;cuatro;47; 8.318.000 
928380217;Crédito vehículo;Mujer;Producción;290;Unión Libre;30; 50,02 ;dos;9; 10.301.000 
876562107;Capital de trabajo;Mujer;Producción;72;Divorciado;32; 61,59 ;cuatro;22; 5.226.000 
584774213;Consumo;Hombre;Producción;184;Unión Libre;45; 37,98 ;tres;12; 8.606.000 
171562242;Consumo;Hombre;Producción;321;Casado;65; 73,62 ;tres;65; 9.490.000 
108015423;Consumo;Mujer;Comercio;244;Divorciado;43; 8,29 ;tres;23; 5.499.000 
865574514;Crédito vehículo;Mujer;Comercio;529;Divorciado;30; 65,91 ;cuatro;25; 9.685.000 
508950625;Consumo;Mujer;Servicios;131;Casado;58; 77,01 ;tres;22; 2.646.000 
280065240;Capital de trabajo;Hombre;Comercio;345;Soltero;47; 51,46 ;tres;30; 3.629.000 
74120354;Consumo;Hombre;Comercio;38;Divorciado;59; 40,00 ;tres;11; 5.441.000 
896359085;Crédito vehículo;Hombre;Producción;507;Casado;48; 63,92 ;dos;12; 7.058.000 
412332729;Consumo;Hombre;Comercio;45;Casado;37; 67,74 ;cinco o +;226; 11.562.000 
277074677;Activo fijo;Mujer;Emprendedor;18;Divorciado;38; 36,97 ;cuatro;65; 11.583.000 
824266413;Consumo;Mujer;Comercio;431;Casado;43; 60,45 ;tres;6; 9.209.000 
824963310;Crédito vehículo;Hombre;Comercio;92;Unión Libre;46; 38,70 ;tres;12; 5.827.000 
703554452;Consumo;Hombre;Producción;564;Unión Libre;52; 21,68 ;tres;3; 11.285.000 
81568118;Consumo;Hombre;Comercio;451;Soltero;53; 74,35 ;tres;0; 4.270.000 
404344584;Crédito vehículo;Hombre;Comercio;35;Unión Libre;66; 67,06 ;cuatro;21; 3.855.000 
321602573;Capital de trabajo;Hombre;Comercio;290;Casado;40; 59,01 ;tres;18; 5.310.000 
830112599;Activo fijo;Mujer;Producción;58;Unión Libre;59; 51,55 ;tres;14; 10.387.000 
343805147;Crédito vehículo;Hombre;Informal;347;Casado;43; 43,22 ;tres;28; 5.499.000 
370894506;Activo fijo;Hombre;Comercio;160;Unión Libre;48; 37,56 ;cuatro;60; 8.318.000 
933281538;Activo fijo;Mujer;Servicios;259;Casado;25; 15,11 ;tres;29; 6.985.000 
380199277;Consumo;Hombre;Servicios;108;Soltero;45; 80,53 ;tres;19; 4.742.000 
478030903;Consumo;Mujer;Comercio;606;Soltero;45; 6,53 ;tres;0; 3.871.000 
722943340;Consumo;Mujer;Producción;399;Casado;35; 40,16 ;tres;1; 5.499.000 
243489624;Crédito vehículo;Hombre;Servicios;250;Soltero;47; 44,13 ;uno;6; 5.208.000 
949185182;Consumo;Hombre;Servicios;13;Soltero;45; 56,38 ;tres;16; 7.499.000 
162543488;Activo fijo;Mujer;Comercio;268;Unión Libre;37; 32,27 ;cuatro;12; 3.123.000 
532107236;Consumo;Mujer;Comercio;212;Casado;62; 2,59 ;tres;31; 7.986.000 
588349863;Crédito vehículo;Hombre;Producción;506;Divorciado;44; 4,15 ;cuatro;19; 9.819.000 
62885972;Activo fijo;Mujer;Comercio;40;Soltero;48; 21,62 ;tres;79; 3.351.000 
771805518;Activo fijo;Hombre;Producción;530;Unión Libre;43; 64,55 ;cuatro;14; 8.513.000 
730958796;Activo fijo;Hombre;Servicios;137;Divorciado;55; 55,42 ;uno;293; 9.273.000 
194569912;Consumo;Hombre;Comercio;414;Soltero;37; 80,61 ;cinco o +;48; 3.731.000 
413907262;Consumo;Hombre;Informal;125;Casado;60; 19,84 ;tres;63; 6.150.000 
438547515;Consumo;Hombre;Informal;31;Casado;27; 88,60 ;cuatro;146; 4.947.000 
257807357;Activo fijo;Mujer;Comercio;118;Divorciado;30; 45,77 ;cuatro;9; 3.916.000 
499546090;Consumo;Mujer;Comercio;213;Unión Libre;35; 65,60 ;uno;15; 5.425.000 
674405481;Consumo;Hombre;Comercio;206;Divorciado;37; 0,92 ;cuatro;84; 4.147.000 
429546891;Crédito vehículo;Mujer;Comercio;594;Casado;34; 30,30 ;cinco o +;69; 7.259.000 
952054386;Consumo;Hombre;Producción;300;Unión Libre;26; 44,56 ;dos;3; 15.570.000 
340474004;Consumo;Mujer;Servicios;50;Casado;41; 39,77 ;dos;1; 12.241.000 
353035484;Crédito vehículo;Hombre;Producción;219;Divorciado;46; 10,34 ;tres;28; 9.628.000 
951594541;Consumo;Hombre;Comercio;611;Unión Libre;44; 72,59 ;tres;22; 6.150.000 
569254125;Consumo;Hombre;Comercio;33;Unión Libre;61; 63,66 ;tres;83; 9.893.000 
49278933;Consumo;Mujer;Servicios;104;Divorciado;52; 87,60 ;dos;6; 6.150.000 
178920041;Consumo;Mujer;Comercio;43;Unión Libre;35; 66,93 ;cuatro;17; 8.334.000 
593182507;Activo fijo;Mujer;Comercio;502;Unión Libre;27; 44,73 ;dos;0; 12.069.000 
150150874;Activo fijo;Mujer;Comercio;289;Soltero;39; 72,75 ;cuatro;214; 4.919.000 
638783323;Activo fijo;Mujer;Comercio;291;Viudo;50; 11,43 ;cuatro;0; 8.967.000 
641496632;Crédito vehículo;Mujer;Comercio;444;Casado;65; 42,10 ;tres;28; 10.948.000 
488681086;Consumo;Hombre;Comercio;621;Casado;47; 21,49 ;dos;8; 5.368.000 
516903990;Activo fijo;Hombre;Comercio;436;Divorciado;38; 11,62 ;tres;23; 5.258.000 
456128226;Crédito vehículo;Hombre;Comercio;308;Soltero;56; 44,68 ;dos;4; 10.948.000 
286317500;Crédito vehículo;Hombre;Comercio;408;Soltero;30; 23,18 ;tres;87; 4.650.000 
475806390;Capital de trabajo;Hombre;Comercio;373;Divorciado;57; 44,02 ;tres;2; 5.441.000 
890079811;Consumo;Hombre;Comercio;419;Casado;37; 76,32 ;uno;73; 3.959.000 
772163422;Consumo;Mujer;Producción;560;Unión Libre;44; 44,39 ;cuatro;21; 9.202.000 
235043369;Consumo;Hombre;Comercio;271;Unión Libre;57; 66,71 ;dos;43; 3.654.000 
832353731;Consumo;Hombre;Producción;593;Divorciado;34; 77,12 ;cinco o +;3; 3.654.000 
109905134;Crédito vehículo;Hombre;Producción;69;Casado;51; 29,29 ;uno;11; 5.368.000 
121934387;Consumo;Mujer;Informal;389;Soltero;51; 35,45 ;uno;18; 6.879.000 
113742242;Capital de trabajo;Hombre;Producción;478;Casado;54; 8,46 ;cuatro;40; 3.662.000 
182853310;Consumo;Mujer;Comercio;367;Casado;43; 65,72 ;tres;16; 7.190.000 
79330752;Capital de trabajo;Hombre;Comercio;63;Soltero;30; 28,35 ;cuatro;8; 5.046.000 
153220422;Consumo;Hombre;Comercio;91;Unión Libre;63; 52,72 ;tres;32; 4.052.000 
644320583;Consumo;Hombre;Comercio;56;Unión Libre;66; 88,12 ;tres;5; 3.633.000 
155149450;Crédito vehículo;Mujer;Producción;114;Divorciado;60; 13,43 ;tres;22; 9.046.000 
985691182;Activo fijo;Hombre;Producción;312;Unión Libre;44; 52,63 ;tres;24; 5.449.000 
623620880;Consumo;Hombre;Informal;398;Divorciado;46; 44,28 ;cuatro;8; 4.809.000 
364768751;Consumo;Mujer;Informal;51;Divorciado;25; 45,54 ;tres;7; 5.389.000 
911765573;Consumo;Mujer;Comercio;508;Divorciado;30; 18,17 ;dos;6; 11.620.000 
342360768;Consumo;Hombre;Producción;67;Casado;66; 34,45 ;tres;27; 8.240.000 
864685394;Consumo;Mujer;Comercio;167;Unión Libre;49; 99,44 ;cinco o +;0; 5.224.000 
